"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","7730000.000"
"1971","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.385"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","92.700"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","51.900"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","7360000.000"
"1970","South Dakota","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.003"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","62.600"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.600"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","252266793.000"
"2014","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.965"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","66.200"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","32.800"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","265091159.000"
"2013","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.832"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","68.300"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.700"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","271048763.000"
"2012","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.925"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","71.700"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.100"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","282037904.000"
"2011","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.784"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","72.600"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.100"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","283488219.000"
"2010","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.644"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","77.000"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.100"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.630"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","296801064.000"
"2009","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.748"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","69.500"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","26.900"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.010"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","265812861.000"
"2008","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.620"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.738"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","107.400"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.800"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.040"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","129671397.000"
"2007","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.200"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.235"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","98.700"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.200"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.590"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","117658741.000"
"2006","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.200"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.257"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","97.000"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.100"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.590"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","114345060.000"
"2005","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.200"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.182"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","96.500"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.500"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.590"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","112734251.000"
"2004","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.200"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.182"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","93.200"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.500"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.590"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","107041135.000"
"2003","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.200"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.269"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.400"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","18.000"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.590"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","77116917.000"
"2002","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","3.071"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","103.500"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","15.300"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.470"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","76010568.000"
"2001","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.815"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.700"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","16.700"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.470"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","79981161.000"
"2000","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","2.612"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","115.800"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","14.200"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.370"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","80688000.000"
"1999","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.895"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","119.700"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","19.500"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.370"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","82777975.000"
"1998","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.677"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","118.900"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","22.100"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.370"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","82056793.000"
"1997","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.611"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","119.200"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","23.000"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.370"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","80884691.000"
"1996","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.130"
"1995","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","1.559"
"1995","Tennessee","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","125.400"
